s_m,x_m,y_m,theta_rad,w_m
4095.0,291785.3836695636,5315236.809141978,1.7095940183803058,12.0
4100.0,291784.69190721837,5315241.761057249,1.7095940183860705,12.0
4105.0,291784.0001448731,5315246.712972521,1.6813452328263376,12.0
4110.0,291783.5900322822,5315251.687727903,1.6234159986874284,12.0
4115.0,291783.4748614271,5315256.686401294,1.5938325351888867,12.0
4120.0,291783.359690572,5315261.685074685,1.5938325351867415,12.0
4125.0,291783.2445197169,5315266.683748077,1.5938325351925606,12.0
4130.0,291783.12934886175,5315271.682421468,1.5938325351925606,12.0
4135.0,291783.0141780066,5315276.68109486,1.5938325351867415,12.0
4140.0,291782.89900715154,5315281.679768251,1.5938325351867415,12.0
4145.0,291782.7838362964,5315286.678441643,1.4978006665297388,12.0
4150.0,291783.60373809515,5315291.317037206,1.2793115965874418,12.0
4155.0,291785.54769845,5315295.89038047,1.1002896193441465,12.0
4160.0,291788.09761928016,5315300.152762992,0.9481188062450869,12.0
4165.0,291791.18379952206,5315303.740552559,0.8604161835622461,12.0
